,name,team,opponent,points,salary,week
977,"Rogers, Chester",ind, hou,3.4,5100,7
978,"Turner, Malik",sea, bal,2.9,4500,7
979,"Hardy, Justin",atl, lar,2.9,4500,7
980,"Williams, Duke",buf, mia,2.8,4700,7
981,"Wilson, Albert",mia,buf,2.7,4700,7
982,"Golladay, Kenny",det, min,2.6,7100,7
983,"Renfrow, Hunter",oak,gnb,2.4,4800,7
984,"McKenzie, Isaiah",buf, mia,2.1,4500,7
985,"Sims Jr., Steven",was, sfo,2,4600,7
986,"Moore, David",sea, bal,1.9,4800,7
987,"Isabella, Andy",ari,nyg,1.8,4500,7
988,"Fitzgerald, Larry",ari,nyg,1.7,5600,7
989,"McLaurin, Terry",was, sfo,1.6,6400,7
990,"Anderson, Robby",nyj, nwe,1.5,5800,7
991,"Roberts, Seth",bal,sea,1.4,4600,7
