,name,team,opponent,points,salary,week
992,"Hamilton, DaeSean",den, kan,1.4,4900,7
993,"Gabriel, Taylor",chi, nor,1.1,4800,7
994,"Fuller, Will",hou,ind,1.1,6300,7
995,"Johnson, KeeSean",ari,nyg,1.1,4600,7
996,"Spencer, Diontae",den, kan,1,4500,7
997,"Byrd, Damiere",ari,nyg,0.9,4700,7
998,"Sherfield, Trent",ari,nyg,0.9,4500,7
999,"Moore, Chris",bal,sea,0.8,4600,7
1000,"Sanu, Mohamed",atl, lar,0.8,5500,7
1001,"Snead, Willie",bal,sea,0.2,4600,7
1002,"Hollins, Mack",phi,dal,0,4700,7
1003,"Pringle, Byron",kan,den,0,5000,7
1004,"Carr, Austin",nor,chi,0,4500,7
1005,"Olszewski, Gunner",nwe,nyj,0,5100,7
1006,"Willis, Damion",cin, jac,0,4500,7
1007,"Wilson, Cedrick",dal, phi,0,4900,7
1008,"Jennings, Darius",ten, lac,0,4500,7
1009,"Davis, Geremy",lac,ten,0,4500,7
1010,"Thomas, De'Anthony",kan,den,0,4500,7
1011,"Thomas, Mike",lar,atl,0,4500,7
1012,"Natson, JoJo",lar,atl,0,4500,7
1013,"Moore, Jason",lac,ten,0,4500,7
1014,"Goodwin, Marquise",sfo,was,0,5000,7
1015,"Morgan, Stanley",cin, jac,0,4500,7
1016,"Brown, Fred",den, kan,0,4500,7
1017,"Cain, Deon",ind, hou,0,4500,7
1018,"Smith, Vyncint",nyj, nwe,0,4700,7
1019,"Harmon, Kelvin",was, sfo,0,4500,7
1020,"Treadwell, Laquon",min,det,0,4500,7
1021,"Roberts, Andre",buf, mia,0,4500,7
1022,"Richardson, Paul",was, sfo,0,4600,7
1023,"Patton, Andre",lac,ten,0,4500,7
1024,"Slater, Matthew",nwe,nyj,0,5000,7
1025,"Carter, DeAndre",hou,ind,0,4500,7
1026,"Arcega-Whiteside, JJ",phi,dal,0,4500,7
1027,"Reynolds, Josh",lar,atl,0,4800,7
1028,"Core, Cody",nyg, ari,0,4500,7
1029,"Ford, Isaiah",mia,buf,0,4500,7
1030,"Shepherd, Darrius",gnb, oak,0,4500,7
1031,"Grant, Jakeem",mia,buf,0,4500,7
1032,"Humphrey, Lil'Jordan",nor,chi,0,4500,7
1033,"Bellamy, Josh",nyj, nwe,0,4500,7
1034,"Harris, Deonte",nor,chi,0,4500,7
1035,"Pettis, Dante",sfo,was,0,5100,7
1036,"Gage, Russell",atl, lar,-0.2,4500,7
1037,"Berrios, Braxton",nyj, nwe,-1.4,4500,7
1038,"Evans, Mike",tam,ten,37.3,7400,8
1039,"Kupp, Cooper",lar, cin,31.5,7700,8
1040,"Golladay, Kenny",det, nyg,25.3,6700,8
1041,"Edelman, Julian",nwe, cle,23.5,6600,8
1042,"Thomas, Michael",nor, ari,21.8,8500,8
1043,"Jones, Julio",atl, sea,20.2,7800,8
1044,"Smith-Schuster, JuJu",pit, mia,18.8,7300,8
1045,"Conley, Chris",jac, nyj,18.3,5100,8
1046,"Slayton, Darius",nyg,det,18,5200,8
1047,"Chark, D.J.",jac, nyj,16.9,6300,8
1048,"Johnson, Diontae",pit, mia,16.9,5000,8
1049,"Renfrow, Hunter",oak,hou,16.8,4800,8
1050,"Williams, Tyrell",oak,hou,16.6,5900,8
1051,"Hopkins, DeAndre",hou, oak,16.4,8200,8
1052,"Diggs, Stefon",min, was,15.8,7400,8
1053,"Metcalf, D.K.",sea,atl,14.8,6600,8
1054,"Reynolds, Josh",lar, cin,14.7,4500,8
1055,"Kirk, Christian",ari,nor,13.8,5600,8
1056,"Hill, Taysom",nor, ari,13.8,6000,8
1057,"Amendola, Danny",det, nyg,13.5,5800,8
1058,"Lockett, Tyler",sea,atl,13,7200,8
1059,"Erickson, Alex",cin,lar,12.7,5500,8
1060,"Tate, Golden",nyg,det,12.5,6100,8
1061,"Hardman, Mecole",kan, gnb,12.5,5600,8
1062,"Samuel, Deebo",sfo, car,12.3,5300,8
1063,"Beasley, Cole",buf, phi,11.6,5600,8
1064,"Hall, Marvin",det, nyg,11.4,4900,8
1065,"Hill, Tyreek",kan, gnb,11.1,7400,8
1066,"Ridley, Calvin",atl, sea,11,5400,8
1067,"Sanders, Emmanuel",sfo, car,10.5,5400,8
1068,"Boyd, Tyler",cin,lar,9.8,5600,8
1069,"Sharpe, Tajae",ten, tam,9.3,4600,8
1070,"Gage, Russell",atl, sea,9.3,4500,8
1071,"Landry, Jarvis",cle,nwe,9,6400,8
1072,"Tate, Auden",cin,lar,9,5400,8
1073,"Parker, DeVante",mia,pit,8.9,5500,8
1074,"Allen, Keenan",lac,chi,8.8,7500,8
1075,"Thomas, Demaryius",nyj,jac,8.8,4800,8
1076,"Sutton, Courtland",den,ind,8.7,6000,8
1077,"Robinson, Allen",chi, lac,8.7,7100,8
1078,"Jeffery, Alshon",phi,buf,8.4,6600,8
1079,"Williams, Mike",lac,chi,8.4,5700,8
1080,"Godwin, Chris",tam,ten,8.3,8100,8
1081,"Miller, Anthony",chi, lac,8.2,5100,8
1082,"Cole, Keelan",jac, nyj,8.2,4500,8
1083,"Brown, A.J.",ten, tam,8.1,5500,8
1084,"Brown, John",buf, phi,7.9,5900,8
1085,"Hurns, Allen",mia,pit,7.7,4800,8
1086,"Beckham Jr., Odell",cle,nwe,7.7,7400,8
1087,"Gabriel, Taylor",chi, lac,7.3,4800,8
1088,"Watkins, Sammy",kan, gnb,7,6000,8
1089,"Wilson, Albert",mia,pit,7,4500,8
1090,"Lazard, Allen",gnb,kan,6.7,4900,8
1091,"Samuel, Curtis",car,sfo,6.6,5800,8
1092,"Hilton, T.Y.",ind, den,6.4,7600,8
1093,"Anderson, Robby",nyj,jac,6.3,6200,8
1094,"Moore, D.J.",car,sfo,6.3,5500,8
1095,"Williams, Preston",mia,pit,6.2,5400,8
1096,"McLaurin, Terry",was,min,5.9,6300,8
1097,"Dorsett, Phillip",nwe, cle,5.8,5600,8
1098,"Kumerow, Jake",gnb,kan,5.8,5100,8
1099,"Ginn Jr., Ted",nor, ari,5.2,5300,8
1100,"Woods, Robert",lar, cin,5.2,7000,8
1101,"Carter, DeAndre",hou, oak,5.1,4500,8
1102,"Richardson, Paul",was,min,4.9,4600,8
1103,"Jones, Marvin",det, nyg,4.2,6300,8
1104,"Grant, Jakeem",mia,pit,4.2,4500,8
1105,"Humphries, Adam",ten, tam,3.9,5100,8
1106,"Crowder, Jamison",nyj,jac,3.9,5800,8
1107,"Latimer, Cody",nyg,det,3.8,4700,8
1108,"Jones, Zay",oak,hou,3.7,4500,8
1109,"Johnson, Olabisi",min, was,3.7,6000,8
1110,"Stills, Kenny",hou, oak,3.7,5700,8
1111,"Agholor, Nelson",phi,buf,3.4,5100,8
1112,"Spencer, Diontae",den,ind,3.3,4500,8
1113,"Sanu, Mohamed",nwe, cle,3.3,5100,8
1114,"Smith, Vyncint",nyj,jac,3.3,4700,8
1115,"Hardy, Justin",atl, sea,3.3,4500,8
1116,"Fowler, Bennie",nyg,det,3.1,4800,8
1117,"Moore, David",sea,atl,3,4800,8
1118,"Byrd, Damiere",ari,nor,2.8,4700,8
1119,"Harris, Deonte",nor, ari,2.7,4500,8
1120,"Turner, Malik",sea,atl,2.6,4700,8
1121,"Washington, James",pit, mia,2.6,5000,8
1122,"Wright, Jarius",car,sfo,2.2,4500,8
1123,"Callaway, Antonio",cle,nwe,2.1,5000,8
1124,"Brown, Fred",den,ind,2.1,4500,8
1125,"Quinn, Trey",was,min,2,4900,8
1126,"Davis, Corey",ten, tam,1.9,5500,8
1127,"Davis, Trevor",oak,hou,1.9,4900,8
1128,"Fitzgerald, Larry",ari,nor,1.8,5400,8
1129,"Bourne, Kendrick",sfo, car,1.7,4800,8
1130,"Harmon, Kelvin",was,min,1.7,4500,8
1131,"Patterson, Cordarrelle",chi, lac,1.6,4700,8
1132,"Robinson, Demarcus",kan, gnb,1.6,5200,8
1133,"Carr, Austin",nor, ari,1.4,4500,8
1134,"Lee, Marqise",jac, nyj,1.3,4500,8
1135,"Rogers, Chester",ind, den,1.2,4900,8
1136,"Allison, Geronimo",gnb,kan,1.2,5400,8
1137,"Pascal, Zach",ind, den,1.1,5700,8
1138,"Williams, Duke",buf, phi,1.1,4600,8
1139,"Meyers, Jakobi",nwe, cle,1,5300,8
1140,"Pettis, Dante",sfo, car,1,5100,8
1141,"Valdes-Scantling, Marquez",gnb,kan,0.9,6300,8
1142,"Morgan, Stanley",cin,lar,0.8,4500,8
1143,"Higgins, Rashard",cle,nwe,0.7,4500,8
1144,"Treadwell, Laquon",min, was,0.6,4500,8
1145,"Hollins, Mack",phi,buf,0,4700,8
1146,"Pringle, Byron",kan, gnb,0,4600,8
1147,"Hamilton, DaeSean",den,ind,0,4800,8
1148,"Zylstra, Brandon",car,sfo,0,4500,8
1149,"Westbrook, Dede",jac, nyj,0,5800,8
1150,"Olszewski, Gunner",nwe, cle,0,5100,8
1151,"Moncrief, Donte",pit, mia,0,4600,8
1152,"Sherfield, Trent",ari,nor,0,4500,8
1153,"Cooper, Pharoh",ari,nor,0,4800,8
1154,"Berrios, Braxton",nyj,jac,0,4500,8
1155,"Davis, Geremy",lac,chi,0,4500,8
1156,"Campbell, Parris",ind, den,0,5400,8
1157,"Thomas, Mike",lar, cin,0,4500,8
1158,"Natson, JoJo",lar, cin,0,4500,8
1159,"Miller, Scott",tam,ten,0,4500,8
1160,"Moore, Jason",lac,chi,0,4500,8
1161,"Sims Jr., Steven",was,min,0,4600,8
1162,"Wims, Javon",chi, lac,0,4500,8
1163,"Cooks, Brandin",lar, cin,0,6900,8
1164,"Hodge, KhaDarel",cle,nwe,0,4500,8
1165,"Watson, Justin",tam,ten,0,4500,8
1166,"Roberts, Andre",buf, phi,0,4500,8
1167,"Foster, Robert",buf, phi,0,4500,8
1168,"Patton, Andre",lac,chi,0,4500,8
1169,"Slater, Matthew",nwe, cle,0,5000,8
1170,"Raymond, Kalif",ten, tam,0,4500,8
1171,"Arcega-Whiteside, JJ",phi,buf,0,4500,8
1172,"Perriman, Breshad",tam,ten,0,4600,8
1173,"Holton, Johnny",pit, mia,0,4500,8
1174,"Core, Cody",nyg,det,0,4500,8
1175,"James, Richie",sfo, car,0,4600,8
1176,"Brown, Jaron",sea,atl,0,5100,8
1177,"Isabella, Andy",ari,nor,0,4500,8
1178,"Shepherd, Darrius",gnb,kan,0,4500,8
1179,"Bellamy, Josh",nyj,jac,0,4500,8
1180,"Switzer, Ryan",pit, mia,0,4500,8
1181,"Harris, Dwayne",oak,hou,0,4500,8
