,name,team,opponent,points,salary,week
575,"Williams, Damien",kan, hou,8.5,6600,6
576,"Breida, Matt",sfo,lar,8.3,5900,6
577,"Jones, Ronald",tam, car,7,5600,6
578,"Ballage, Kalen",mia, was,6.7,5100,6
579,"Gordon, Melvin",lac, pit,6.3,6600,6
580,"Jones, Aaron",gnb, det,6,7200,6
581,"Williams, Darrel",kan, hou,5.7,6100,6
582,"McCoy, LeSean",kan, hou,5.4,6400,6
583,"Henderson, Darrell",lar, sfo,5.3,4500,6
584,"Howard, Jordan",phi,min,4.9,6200,6
585,"Mixon, Joe",cin,bal,4.9,6400,6
586,"Mattison, Alexander",min, phi,4.3,4900,6
587,"Ekeler, Austin",lac, pit,4.3,6800,6
588,"Brown, Malcolm",lar, sfo,4,4800,6
589,"Henry, Derrick",ten,den,3.8,6700,6
590,"Edwards, Gus",bal, cin,3.4,4800,6
591,"Bernard, Giovani",cin,bal,3.4,5000,6
592,"Lewis, Dion",ten,den,3.4,4900,6
593,"Montgomery, Ty",nyj, dal,3.2,4600,6
594,"Hill, Justice",bal, cin,3.1,4500,6
595,"Thompson, Chris",was,mia,3,5400,6
596,"Scott, Boston",phi,min,3,4500,6
597,"Barber, Peyton",tam, car,2.8,5600,6
598,"Hilliard, Dontrell",cle, sea,2.7,4800,6
599,"Bellore, Nick",sea,cle,2.5,4500,6
600,"Hilliman, Jon",nyg,nwe,2.5,5400,6
601,"McKissic, J.D.",det,gnb,2.1,4600,6
602,"Mostert, Raheem",sfo,lar,1.3,5700,6
603,"Pollard, Tony",dal,nyj,1.3,5000,6
604,"Janovich, Andy",den, ten,1.3,4500,6
605,"Penny, Elijhaa",nyg,nwe,1.1,5200,6
606,"Ricard, Patrick",bal, cin,1.1,0,6
607,"Prosise, C.J.",sea,cle,0.8,4600,6
608,"Smith, Ito",atl,ari,0.6,5000,6
609,"Powell, Bilal",nyj, dal,0.5,4500,6
610,"Smallwood, Wendell",was,mia,0.4,4500,6
611,"Armah, Alex",car,tam,0.4,4500,6
612,"Dawkins, Dalyn",ten,den,0.2,4500,6
613,"Smith, Keith",atl,ari,0.2,0,6
614,"Armstead, Ryquell",jac, nor,0.1,4500,6
615,"Thompson, Darwin",kan, hou,0,4500,6
616,"Boone, Mike",min, phi,0,4500,6
617,"Wilson Jr., Jeff",sfo,lar,0,5500,6
618,"Washington, Dwayne",nor,jac,0,4500,6
619,"Bonnafon, Reggie",car,tam,0,4500,6
620,"Johnson, Jakob",nwe, nyg,0,4500,6
621,"Pope, Troymaine",lac, pit,0,5000,6
622,"Ham, C.J.",min, phi,0,4500,6
623,"Line, Zach",nor,jac,0,4500,6
624,"Bawden, Nick",det,gnb,0,4500,6
625,"Gillaspia, Cullen",hou,kan,0,4500,6
626,"Foster, D.J.",ari, atl,0,4500,6
627,"Abdullah, Ameer",min, phi,0,4500,6
628,"Barner, Kenjon",atl,ari,0,4500,6
629,"Edmunds, Trey",pit,lac,0,4500,6
630,"Johnson, Ty",det,gnb,0,4500,6
631,"Perkins, Paul",det,gnb,0,4500,6
632,"Sherman, Anthony",kan, hou,0,4500,6
633,"Johnson, D'Ernest",cle, sea,0,4700,6
634,"Howell, Buddy",hou,kan,0,4500,6
635,"Booker, Devontae",den, ten,0,4500,6
636,"Homer, Travis",sea,cle,0,4500,6
637,"Watt, Derek",lac, pit,0,4500,6
638,"Carson, Tra",gnb, det,0,4500,6
639,"Kelly, John",lar, sfo,0,4500,6
640,"Perine, Samaje",cin,bal,0,4500,6
641,"Scarlett, Jordan",car,tam,0,4500,6
642,"Logan, T.J.",tam, car,0,4500,6
643,"Olawale, Jamize",dal,nyj,0,4500,6
644,"Vitale, Dan",gnb, det,0,4500,6
645,"Edmonds, Chase",ari,nyg,34,5500,7
646,"Murray, Latavius",nor,chi,29.5,5300,7
647,"Cook, Dalvin",min,det,27.4,8300,7
648,"Elliott, Ezekiel",dal, phi,23.7,8100,7
649,"Ekeler, Austin",lac,ten,22,6900,7
650,"Michel, Sony",nwe,nyj,21.9,6500,7
651,"Henry, Derrick",ten, lac,17.3,6500,7
652,"Jones, Aaron",gnb, oak,16.3,7600,7
653,"Fournette, Leonard",jac,cin,15.5,7900,7
654,"Barkley, Saquon",nyg, ari,15.5,8600,7
655,"Jacobs, Josh",oak,gnb,14.9,6700,7
656,"Freeman, Royce",den, kan,14.7,5400,7
657,"Gurley, Todd",lar,atl,11.9,7100,7
658,"Williams, Jamaal",gnb, oak,11.1,5400,7
659,"White, James",nwe,nyj,9.4,6000,7
660,"Carson, Chris",sea, bal,8.9,7600,7
661,"McCoy, LeSean",kan,den,8.6,6200,7
662,"Bell, Le'Veon",nyj, nwe,8.1,6800,7
663,"Ham, C.J.",min,det,7.9,4500,7
664,"Gordon, Melvin",lac,ten,7.9,6600,7
665,"Johnson, Ty",det, min,7.7,4500,7
666,"Cohen, Tarik",chi, nor,7.4,5500,7
667,"Drake, Kenyan",mia,buf,7.3,5400,7
668,"Coleman, Tevin",sfo,was,7.1,6200,7
669,"Mack, Marlon",ind, hou,7.1,7100,7
670,"Gore, Frank",buf, mia,7.1,6000,7
671,"McKissic, J.D.",det, min,7,4600,7
672,"Mixon, Joe",cin, jac,6.9,6100,7
673,"Ballage, Kalen",mia,buf,6.7,4600,7
674,"Howard, Jordan",phi,dal,6.6,6000,7
675,"Johnson, Duke",hou,ind,6.6,5400,7
676,"Walton, Mark",mia,buf,6.3,4900,7
677,"Bolden, Brandon",nwe,nyj,6.1,5000,7
678,"Peterson, Adrian",was, sfo,6.1,5700,7
679,"Ingram, Mark",bal,sea,5.8,7500,7
680,"Vitale, Dan",gnb, oak,5.3,4500,7
681,"Sanders, Miles",phi,dal,4.7,5800,7
682,"Smallwood, Wendell",was, sfo,4.6,4500,7
683,"Washington, DeAndre",oak,gnb,4.6,4500,7
684,"Henderson, Darrell",lar,atl,4.4,5200,7
685,"Scott, Boston",phi,dal,4.2,4500,7
686,"Breida, Matt",sfo,was,4.1,5600,7
687,"Lindsay, Phillip",den, kan,3.7,6600,7
688,"DiMarco, Patrick",buf, mia,3.6,0,7
689,"Edwards, Gus",bal,sea,3.5,4800,7
690,"Hyde, Carlos",hou,ind,3.5,6300,7
691,"Freeman, Devonta",atl, lar,3.5,6400,7
692,"Hill, Brian",atl, lar,3.5,4500,7
693,"Pollard, Tony",dal, phi,2.8,5000,7
694,"Janovich, Andy",den, kan,2.7,4500,7
695,"Singletary, Devin",buf, mia,2.6,5800,7
696,"Johnson, Kerryon",det, min,2.3,6800,7
697,"Hines, Nyheim",ind, hou,2.1,4800,7
698,"Wilson Jr., Jeff",sfo,was,2,4800,7
699,"Line, Zach",nor,chi,2,4500,7
700,"Wilkins, Jordan",ind, hou,2,4900,7
701,"Mattison, Alexander",min,det,1.8,5200,7
702,"Prosise, C.J.",sea, bal,1.7,4600,7
703,"Williams, Damien",kan,den,1.6,6000,7
704,"Williams, Darrel",kan,den,1.6,5600,7
705,"Bernard, Giovani",cin, jac,1.4,4900,7
706,"Harris, Damien",nwe,nyj,1.2,4500,7
707,"Richard, Jalen",oak,gnb,1.2,5000,7
708,"Zenner, Zach",nor,chi,1.2,0,7
709,"Washington, Dwayne",nor,chi,1.1,4500,7
710,"Montgomery, David",chi, nor,0.9,5900,7
711,"Kelly, John",lar,atl,0.9,4500,7
712,"Montgomery, Ty",nyj, nwe,0.9,4600,7
713,"Smith, Ito",atl, lar,0.7,5000,7
714,"Sherman, Anthony",kan,den,0.7,4500,7
715,"Powell, Bilal",nyj, nwe,0.3,4500,7
716,"Armstead, Ryquell",jac,cin,0.3,4500,7
717,"Williams, Dexter",gnb, oak,0.2,4500,7
718,"Lewis, Dion",ten, lac,0.2,4900,7
719,"Johnson, David",ari,nyg,0.2,7400,7
720,"Mostert, Raheem",sfo,was,0,5000,7
721,"Boone, Mike",min,det,0,4500,7
722,"Hill, Justice",bal,sea,0,4500,7
723,"Pope, Troymaine",lac,ten,0,5000,7
724,"Bellore, Nick",sea, bal,0,4500,7
725,"Davis, Mike",chi, nor,0,4500,7
726,"Bawden, Nick",det, min,0,4500,7
727,"Gillaspia, Cullen",hou,ind,0,4500,7
728,"Cox, Chandler",mia,buf,0,4500,7
729,"Penny, Elijhaa",nyg, ari,0,5200,7
730,"Abdullah, Ameer",min,det,0,4500,7
731,"Barner, Kenjon",atl, lar,0,4500,7
732,"Howell, Buddy",hou,ind,0,4500,7
733,"Booker, Devontae",den, kan,0,4500,7
734,"Homer, Travis",sea, bal,0,4500,7
735,"Allen, Javorius",nyg, ari,0,5500,7
736,"Watt, Derek",lac,ten,0,4500,7
737,"Ervin, Tyler",jac,cin,0,4500,7
738,"Jones, Taiwan",hou,ind,0,4500,7
739,"Ingold, Alec",oak,gnb,0,4500,7
740,"Penny, Rashaad",sea, bal,0,5400,7
741,"Olawale, Jamize",dal, phi,0,4500,7
742,"Gallman, Wayne",nyg, ari,0,5900,7
743,"Jones, Aaron",gnb,kan,38.1,7600,8
744,"Coleman, Tevin",sfo, car,36.8,6200,8
745,"Murray, Latavius",nor, ari,32.2,6200,8
746,"Cook, Dalvin",min, was,25.6,8900,8
747,"McCaffrey, Christian",car,sfo,25.5,9600,8
748,"Barkley, Saquon",nyg,det,24.3,8600,8
749,"Montgomery, David",chi, lac,22.7,5700,8
750,"Conner, James",pit, mia,22.5,7000,8
751,"Sanders, Miles",phi,buf,21.3,5800,8
752,"Howard, Jordan",phi,buf,17.6,6000,8
753,"Fournette, Leonard",jac, nyj,17.1,7700,8
754,"Williams, Jamaal",gnb,kan,17.1,5400,8
755,"Mixon, Joe",cin,lar,15.7,6000,8
756,"Mack, Marlon",ind, den,15.5,6800,8
757,"Carson, Chris",sea,atl,15,8000,8
758,"Singletary, Devin",buf, phi,12.9,5400,8
759,"Freeman, Devonta",atl, sea,12.2,6200,8
760,"Mostert, Raheem",sfo, car,12,5000,8
761,"Johnson, Duke",hou, oak,11.4,5300,8
762,"Peterson, Adrian",was,min,11.3,5700,8
763,"Freeman, Royce",den,ind,11,5700,8
764,"Gurley, Todd",lar, cin,10.4,7400,8
765,"Gordon, Melvin",lac,chi,10.4,6400,8
766,"Chubb, Nick",cle,nwe,10.3,7700,8
767,"Lindsay, Phillip",den,ind,10.1,6300,8
768,"White, James",nwe, cle,9.9,6000,8
769,"Ekeler, Austin",lac,chi,9.2,6800,8
770,"Jacobs, Josh",oak,hou,9.1,7200,8
771,"Williams, Damien",kan, gnb,9,5400,8
772,"Hill, Brian",atl, sea,8.9,4500,8
773,"Hyde, Carlos",hou, oak,8.3,6100,8
774,"Henderson, Darrell",lar, cin,7.9,5600,8
775,"Mattison, Alexander",min, was,7.4,5200,8
776,"Michel, Sony",nwe, cle,7.4,6500,8
777,"Henry, Derrick",ten, tam,6.8,6900,8
778,"McCoy, LeSean",kan, gnb,6.3,6000,8
779,"Hines, Nyheim",ind, den,6.1,4600,8
780,"Cohen, Tarik",chi, lac,6.1,5400,8
781,"Jones, Ronald",tam,ten,5.7,5600,8
782,"Bernard, Giovani",cin,lar,5.5,4700,8
783,"Breida, Matt",sfo, car,5.5,5300,8
784,"Penny, Rashaad",sea,atl,5.5,5400,8
785,"Hilliard, Dontrell",cle,nwe,5.4,4800,8
786,"Bell, Le'Veon",nyj,jac,5,7000,8
787,"Walton, Mark",mia,pit,4.9,5300,8
788,"Scott, Boston",phi,buf,4.6,4500,8
789,"Johnson, Ty",det, nyg,4.3,5200,8
790,"Washington, Dwayne",nor, ari,3.8,4500,8
791,"Richard, Jalen",oak,hou,3.7,5000,8
792,"Gore, Frank",buf, phi,3.4,5600,8
793,"Carson, Tra",det, nyg,3.4,0,8
794,"Barber, Peyton",tam,ten,3.3,5300,8
795,"Washington, DeAndre",oak,hou,3.2,4500,8
796,"Smallwood, Wendell",was,min,2.5,4500,8
797,"Gallman, Wayne",nyg,det,2.5,5000,8
798,"Line, Zach",nor, ari,2.4,4500,8
799,"Ballage, Kalen",mia,pit,2.4,4600,8
800,"Edmonds, Chase",ari,nor,2.3,6100,8
801,"Janovich, Andy",den,ind,1.9,4500,8
802,"Burkhead, Rex",nwe, cle,1.8,5300,8
803,"Zenner, Zach",ari,nor,1.8,4500,8
804,"McKissic, J.D.",det, nyg,1.6,5400,8
805,"Nix, Roosevelt",pit, mia,1.4,4500,8
806,"Davis, Mike",chi, lac,1.3,4500,8
807,"Snell, Benny",pit, mia,1.3,4500,8
808,"Bonnafon, Reggie",car,sfo,1.2,4500,8
809,"Powell, Bilal",nyj,jac,1.1,4500,8
810,"Williams, Darrel",kan, gnb,1,5000,8
811,"Scarlett, Jordan",car,sfo,0.9,4500,8
812,"Lewis, Dion",ten, tam,0.7,4900,8
813,"Armstead, Ryquell",jac, nyj,0.7,4500,8
814,"Wilson Jr., Jeff",sfo, car,0.6,4800,8
815,"Ogunbowale, Dare",tam,ten,0.6,5000,8
816,"Wilkins, Jordan",ind, den,0.5,4700,8
817,"Thompson, Darwin",kan, gnb,0.4,4500,8
818,"Perkins, Paul",det, nyg,0.4,4500,8
819,"Penny, Elijhaa",nyg,det,0.3,4500,8
820,"Watt, Derek",lac,chi,0.2,4500,8
821,"Ingold, Alec",oak,hou,0.2,4500,8
822,"Barner, Kenjon",atl, sea,0.1,4500,8
823,"Boone, Mike",min, was,0,4500,8
824,"Burton, Michael",was,min,0,4500,8
825,"Pope, Troymaine",lac,chi,0,5000,8
826,"Bellore, Nick",sea,atl,0,4500,8
827,"Ham, C.J.",min, was,0,4500,8
828,"Williams, Dexter",gnb,kan,0,4500,8
829,"Bawden, Nick",det, nyg,0,4500,8
830,"Gillaspia, Cullen",hou, oak,0,4500,8
831,"Cox, Chandler",mia,pit,0,4500,8
832,"Abdullah, Ameer",min, was,0,4500,8
833,"Edmunds, Trey",pit, mia,0,4500,8
834,"Perry, Senorise",buf, phi,0,4500,8
835,"Sherman, Anthony",kan, gnb,0,4500,8
836,"Bolden, Brandon",nwe, cle,0,5000,8
837,"Johnson, D'Ernest",cle,nwe,0,4700,8
838,"Howell, Buddy",hou, oak,0,4500,8
839,"Homer, Travis",sea,atl,0,4500,8
840,"Allen, Javorius",nyg,det,0,4700,8
841,"Armah, Alex",car,sfo,0,4500,8
842,"Ervin, Tyler",jac, nyj,0,4500,8
843,"Jones, Taiwan",hou, oak,0,4500,8
844,"Smith, Rod",ten, tam,0,4500,8
845,"Kelly, John",lar, cin,0,4500,8
846,"Montgomery, Ty",nyj,jac,0,4600,8
847,"Logan, T.J.",tam,ten,0,4500,8
848,"Vitale, Dan",gnb,kan,0,4500,8
