,name,team,opponent,points,salary,week
105,"Carrier, Derek",oak, kan,4.8,4000,2
106,"Davis, Vernon",was, dal,4.4,5100,2
107,"LaCosse, Matt",nwe,mia,4.3,4500,2
108,"Heuerman, Jeff",den, chi,4.1,4200,2
109,"Shaheen, Adam",chi,den,3.9,4000,2
110,"Everett, Gerald",lar, nor,3.6,4700,2
111,"Akins, Jordan",hou, jac,3.5,4100,2
112,"Sample, Drew",cin, sfo,3.5,4000,2
113,"Cook, Jared",nor,lar,3.5,6000,2
114,"Braunecker, Ben",chi,den,3.4,4000,2
115,"James, Jesse",det, lac,3.3,4000,2
116,"Higbee, Tyler",lar, nor,3.1,4500,2
117,"Doyle, Jack",ind,ten,3.1,5400,2
118,"Swaim, Geoff",jac,hou,2.9,4500,2
119,"Smythe, Durham",mia, nwe,2.9,4000,2
120,"Jarwin, Blake",dal,was,2.7,4500,2
121,"Williams, Maxx",ari,bal,2.6,4100,2
122,"Rudolph, Kyle",min,gnb,2.4,4900,2
123,"Knox, Dawson",buf,nyg,2.3,4600,2
124,"Brate, Cameron",tam,car,2,4800,2
125,"Boyle, Nick",bal, ari,1.9,4000,2
126,"Vannett, Nick",sea,pit,1.8,4800,2
127,"Sprinkle, Jeremy",was, dal,1.6,4000,2
128,"Gesicki, Mike",mia, nwe,1.6,4800,2
129,"Burton, Trey",chi,den,1.5,5400,2
130,"Fells, Darren",hou, jac,1.4,4000,2
131,"Green, Virgil",lac,det,1.4,4000,2
132,"Ellison, Rhett",nyg, buf,1.3,4000,2
133,"Smith, Lee",buf,nyg,1.3,4000,2
134,"Thomas, Logan",det, lac,1.2,4000,2
135,"Hockenson, T.J.",det, lac,1.2,6000,2
136,"Fumagalli, Troy",den, chi,1.2,4000,2
137,"Clay, Charles",ari,bal,1.1,4200,2
138,"O'Leary, Nick",mia, nwe,1.1,4000,2
139,"Harris, Demetrius",cle,nyj,0.9,4000,2
140,"Stocker, Luke",atl, phi,0.9,4000,2
141,"Smith Jr., Irv",min,gnb,0.4,4000,2
142,"Seals-Jones, Ricky",cle,nyj,0,4700,2
143,"Firkser, Anthony",ten, ind,0,4000,2
144,"Graham, Jimmy",gnb, min,0,5400,2
145,"Manhertz, Chris",car, tam,0,4000,2
146,"Izzo, Ryan",nwe,mia,0,4500,2
147,"Beck, Andrew",den, chi,0,4000,2
148,"Tonyan, Robert",gnb, min,0,4000,2
149,"Auclair, Antony",tam,car,0,4000,2
150,"Lewis, Marcedes",gnb, min,0,4000,2
151,"Sweeney, Tommy",buf,nyg,0,4000,2
152,"Carter, Cethan",cin, sfo,0,4000,2
153,"Smith, Jonnu",ten, ind,0,4000,2
154,"Schultz, Dalton",dal,was,0,4000,2
155,"Brown, Pharaoh",cle,nyj,0,4000,2
156,"Thomas, Ian",car, tam,0,4600,2
157,"Tomlinson, Eric",nyg, buf,0,4000,2
158,"Uzomah, C.J.",cin, sfo,0,4800,2
159,"Grimble, Xavier",pit, sea,0,4000,2
160,"Moreau, Foster",oak, kan,0,4000,2
161,"Howard, O.J.",tam,car,0,6500,2
162,"DeValve, Seth",jac,hou,0,4000,2
163,"Griffin, Ryan",nyj, cle,0,4000,2
164,"Alie-Cox, Mo",ind,ten,0,4000,2
165,"Pruitt, MyCole",ten, ind,0,4000,2
166,"Njoku, David",cle,nyj,0,5800,2
167,"Bell, Blake",kan,oak,0,4000,2
168,"Culkin, Sean",lac,det,0,4000,2
169,"Toilolo, Levine",sfo,cin,0,4000,2
170,"Hill, Josh",nor,lar,0,4000,2
171,"Brown, Daniel",nyj, cle,0,4500,2
172,"Conklin, Tyler",min,gnb,0,4000,2
173,"Wesco, Trevon",nyj, cle,0,4500,2
174,"Dwelley, Ross",sfo,cin,0,4000,2
175,"Olsen, Greg",car,ari,22.5,6100,3
176,"Hooper, Austin",atl,ind,21.6,5800,3
177,"Akins, Jordan",hou,lac,20.8,4100,3
178,"Waller, Darren",oak,min,20.6,5900,3
179,"Engram, Evan",nyg,tam,20.3,6400,3
180,"Dissly, Will",sea, nor,15.2,5400,3
181,"Knox, Dawson",buf, cin,15.1,4500,3
182,"Fells, Darren",hou,lac,13.4,4000,3
183,"Kelce, Travis",kan, bal,12.4,8000,3
184,"Walker, Delanie",ten,jac,9.9,5700,3
185,"O'Shaughnessy, James",jac, ten,8.8,4500,3
186,"Kittle, George",sfo, pit,8.7,6600,3
187,"Ertz, Zach",phi, det,8.4,6900,3
188,"Howard, O.J.",tam, nyg,8.1,5800,3
189,"Boyle, Nick",bal,kan,7.8,4300,3
190,"Smith Jr., Irv",min, oak,7.5,4000,3
191,"Witten, Jason",dal, mia,6.9,5000,3
192,"Harris, Demetrius",cle, lar,6.7,4000,3
193,"Doyle, Jack",ind, atl,6.6,5200,3
194,"Ebron, Eric",ind, atl,6.2,5700,3
195,"Izzo, Ryan",nwe, nyj,4.6,4000,3
196,"Burton, Trey",chi,was,4,4900,3
197,"Davis, Vernon",was, chi,4,4700,3
198,"Alie-Cox, Mo",ind, atl,3.5,4000,3
199,"Fant, Noah",den,gnb,3.2,4600,3
200,"Smith, Jonnu",ten,jac,3,4000,3
201,"Heuerman, Jeff",den,gnb,3,4500,3
202,"Andrews, Mark",bal,kan,3,6800,3
203,"Sprinkle, Jeremy",was, chi,2.9,4000,3
204,"Stocker, Luke",atl,ind,2.7,4000,3
205,"Everett, Gerald",lar,cle,2.5,4500,3
206,"Lewis, Marcedes",gnb, den,2.4,4000,3
207,"O'Leary, Nick",mia,dal,2.4,4000,3
208,"Gesicki, Mike",mia,dal,2.4,4600,3
209,"Hurst, Hayden",bal,kan,2.4,4800,3
210,"Eifert, Tyler",cin,buf,2.3,4900,3
211,"Thomas, Logan",det,phi,2,4000,3
212,"Seals-Jones, Ricky",cle, lar,1.9,4700,3
213,"James, Jesse",det,phi,1.8,4000,3
214,"Kendricks, Lance",lac, hou,1.8,0,3
215,"Brate, Cameron",tam, nyg,1.7,4500,3
216,"Rudolph, Kyle",min, oak,1.6,4800,3
217,"McDonald, Vance",pit,sfo,1.5,5900,3
218,"Clay, Charles",ari, car,1.4,4200,3
219,"Vannett, Nick",sea, nor,1.4,4500,3
220,"Swaim, Geoff",jac, ten,1.3,4500,3
221,"Shaheen, Adam",chi,was,1.2,4500,3
222,"Cook, Jared",nor,sea,1.2,5800,3
223,"Griffin, Ryan",nyj,nwe,1,4000,3
224,"Tonyan, Robert",gnb, den,0.9,4000,3
225,"Hill, Josh",nor,sea,0.9,4000,3
226,"Jarwin, Blake",dal, mia,0.8,4500,3
227,"Ellison, Rhett",nyg,tam,0.8,4000,3
228,"Sweeney, Tommy",buf, cin,0.8,4000,3
229,"Grimble, Xavier",pit,sfo,0.8,4000,3
230,"Hockenson, T.J.",det,phi,0.6,5500,3
231,"Moreau, Foster",oak,min,0.6,4000,3
232,"Bell, Blake",kan, bal,0.6,4000,3
233,"Firkser, Anthony",ten,jac,0,4000,3
234,"Graham, Jimmy",gnb, den,0,4900,3
235,"Manhertz, Chris",car,ari,0,4000,3
236,"Beck, Andrew",den,gnb,0,4000,3
237,"Auclair, Antony",tam, nyg,0,4000,3
238,"Carter, Cethan",cin,buf,0,4000,3
239,"Schultz, Dalton",dal, mia,0,4000,3
240,"Brown, Pharaoh",cle, lar,0,4000,3
241,"Thomas, Ian",car,ari,0,4000,3
242,"Tomlinson, Eric",nyg,tam,0,4000,3
243,"Carrier, Derek",oak,min,0,4000,3
244,"Uzomah, C.J.",cin,buf,0,4000,3
245,"Sample, Drew",cin,buf,0,4000,3
246,"Mundt, Johnny",lar,cle,0,4000,3
247,"Green, Virgil",lac, hou,0,4000,3
248,"Goedert, Dallas",phi, det,0,4800,3
