,Passer Rating,Player Id,week,Last_Week_Passer Rating
6,85.8,310.0,1,0.0
50,105.3,382.0,1,0.0
19,110.0,79860.0,1,0.0
112,137.54499864615656,81284.0,1,0.0
22,106.5,2495143.0,1,0.0
121,71.30366983591654,2495240.0,1,0.0
130,99.3183629363976,2504211.0,1,0.0
125,124.49319168792655,2505076.0,1,0.0
116,109.44224122052123,2505982.0,1,0.0
30,95.5,2505996.0,1,0.0
115,94.70347204483357,2506121.0,1,0.0
93,91.4,2506363.0,1,0.0
126,69.06357887286498,2506581.0,1,0.0
123,158.19838019993605,2507282.0,1,0.0
118,111.65611391592671,2532820.0,1,0.0
67,117.6,2532888.0,1,0.0
13,0.0,2532956.0,1,0.0
122,92.3163016287529,2532975.0,1,0.0
48,144.4,2533033.0,1,0.0
114,96.03042062058063,2543465.0,1,0.0
104,61.14662451039191,2543477.0,1,0.0
117,95.57846907183493,2543499.0,1,0.0
113,154.06970114917635,2543801.0,1,0.0
128,120.0596164573688,2552033.0,1,0.0
45,133.3,2552466.0,1,0.0
109,89.84365752028077,2555259.0,1,0.0
120,139.75770773566705,2555260.0,1,0.0
79,120.7,2555261.0,1,0.0
84,69.0,2555334.0,1,0.0
111,65.67596568004384,2558008.0,1,0.0
103,157.5478794214863,2558063.0,1,0.0
105,116.92742128894444,2560720.0,1,0.0
0,158.3,2560757.0,1,0.0
129,124.86381269970411,2560800.0,1,0.0
124,95.30439784348232,2560858.0,1,0.0
90,71.2,2560955.0,1,0.0
127,38.50574000796091,2561177.0,1,0.0
61,82.3,2562299.0,1,0.0
110,80.68686950740631,2562382.0,1,0.0
119,106.5423742295523,2562660.0,1,0.0
106,92.87415079020094,2562746.0,1,0.0
107,103.57731574316045,2562796.0,1,0.0
108,132.5197257399191,2563258.0,1,0.0
134,83.28152612940482,310.0,2,85.8
147,43.031490518598865,382.0,2,105.3
138,85.7343463148299,79860.0,2,110.0
142,76.20019561821937,81284.0,2,137.54499864615656
140,65.01369006810984,2495143.0,2,106.5
